Shift,"Shift ID",Date,start,end,Duration,"Worker ID",business_id
"Night Heavy Shift",11917,2021-03-24,22:27:59,06:36:40,16,1433,57
"Night Heavy Shift",11918,2021-03-24,22:28:04,06:36:45,16,1326,57
"Night Heavy Shift",11919,2021-03-24,22:28:09,06:39:28,16,1652,57
"Night Heavy Shift",11920,2021-03-24,22:28:58,06:38:03,16,1674,57
"Night Heavy Shift",11921,2021-03-24,22:30:25,06:35:35,16,1367,57
"Night Heavy Shift",11922,2021-03-24,22:31:00,06:41:37,16,1676,57
"Night Heavy Shift",11923,2021-03-24,22:31:48,06:30:00,16,1661,57
"Night Heavy Shift",11924,2021-03-24,22:33:54,06:28:12,16,1564,57
"Night Heavy Shift",11925,2021-03-24,22:34:55,06:32:49,16,1677,57
"Night Heavy Shift",11926,2021-03-24,22:35:18,06:31:00,16,1609,57
"Night Heavy Shift",11927,2021-03-24,22:35:53,06:30:00,16,1460,57
"Night Heavy Shift",11928,2021-03-24,22:36:35,06:17:56,16,1407,57
"Night Heavy Shift",11929,2021-03-24,22:38:24,06:20:03,16,1494,57
"Night Heavy Shift",11930,2021-03-24,22:38:33,06:30:00,16,1642,57
"Night Heavy Shift",11931,2021-03-24,22:59:16,06:41:59,16,1376,57
"Day Shift",11932,2021-03-25,05:27:40,13:59:42,8,497,47
"Day Heavy Shift",11933,2021-03-25,05:31:54,18:04:52,13,335,46
"Day Heavy Shift",11934,2021-03-25,05:33:22,18:05:47,13,333,46
"Day Heavy Shift",11935,2021-03-25,05:35:11,18:14:33,13,475,47
"Day Shift",11936,2021-03-25,05:36:43,14:13:54,9,339,46
"Day Shift",11937,2021-03-25,05:37:04,14:13:25,9,342,46
"Day Shift",11938,2021-03-25,05:43:21,08:00:00,3,574,42
"Day Shift",11939,2021-03-25,05:46:03,14:11:28,9,334,46
"Day Shift",11940,2021-03-25,05:47:14,14:14:47,9,584,46
"Day Shift",11941,2021-03-25,05:47:25,14:01:02,9,491,47
"Day Heavy Shift",11942,2021-03-25,05:47:43,18:05:05,13,381,46
"Day Shift",11943,2021-03-25,05:48:07,14:00:59,9,519,47
"Day Heavy Shift",11944,2021-03-25,05:49:53,18:03:04,13,567,46
"Day Shift",11945,2021-03-25,05:50:49,13:59:55,8,512,47
"Day Heavy Shift",11946,2021-03-25,05:50:55,18:04:33,13,429,46
"Day Heavy Shift",11947,2021-03-25,05:52:59,18:04:03,13,422,46
"Day Heavy Shift",11948,2021-03-25,05:53:21,18:05:33,13,425,46
"Day Shift",11949,2021-03-25,05:54:01,14:14:25,9,585,46
"Day Heavy Shift",11950,2021-03-25,05:54:09,18:02:31,13,426,46
"Day Shift",11951,2021-03-25,05:55:46,14:15:04,9,386,46
"Day Shift",11952,2021-03-25,05:55:51,14:32:36,9,385,46
"Day Shift",11953,2021-03-25,05:56:07,13:59:50,8,518,47
"Day Heavy Shift",11954,2021-03-25,05:56:54,18:01:40,13,496,47
"Day Heavy Shift",11955,2021-03-25,05:56:56,18:04:14,13,338,46
"Day Shift",11956,2021-03-25,05:57:07,14:01:09,9,478,47
"Day Heavy Shift",11957,2021-03-25,05:57:57,18:04:58,13,345,46
"Day Heavy Shift",11958,2021-03-25,05:59:08,18:04:09,13,347,46
"Day Heavy Shift",11959,2021-03-25,05:59:33,18:05:52,13,566,46
"Day Heavy Shift",11960,2021-03-25,05:59:36,18:01:43,13,504,47
"Day Heavy Shift",11961,2021-03-25,05:59:37,18:05:18,13,352,46
"Day Heavy Shift",11962,2021-03-25,06:00:06,18:03:12,12,350,46
"Day Heavy Shift",11963,2021-03-25,06:00:18,18:05:25,12,353,46
"Day Heavy Shift",11964,2021-03-25,06:00:27,21:26:34,15,556,47
"Day Heavy Shift",11965,2021-03-25,06:00:41,18:03:23,12,391,46
"Day Shift",11966,2021-03-25,06:00:53,14:00:35,8,500,47
"Day Heavy Shift",11967,2021-03-25,06:00:55,18:02:58,12,344,46
"Day Shift",11968,2021-03-25,06:01:27,14:00:07,8,505,47
"Day Heavy Shift",11969,2021-03-25,06:01:39,18:02:37,12,513,47
"Day Shift",11970,2021-03-25,06:02:34,14:00:00,8,468,47
"Day Shift",11971,2021-03-25,06:02:38,14:14:04,8,358,46
"Day Heavy Shift",11972,2021-03-25,06:02:42,18:23:44,12,470,47
"Day Shift",11973,2021-03-25,06:02:54,14:13:31,8,356,46
"Day Heavy Shift",11974,2021-03-25,06:03:04,18:14:18,12,463,47
"Day Shift",11975,2021-03-25,06:03:12,14:11:33,8,343,46
"Day Shift",11976,2021-03-25,06:03:52,14:09:32,8,528,47
"Day Heavy Shift",11977,2021-03-25,06:04:24,18:03:28,12,346,46
"Day Heavy Shift",11978,2021-03-25,06:05:36,18:23:51,12,462,47
"Day Shift",11979,2021-03-25,06:05:47,14:16:58,8,348,46
"Day Shift",11980,2021-03-25,06:06:07,14:00:39,8,538,47
"Day Heavy Shift",11981,2021-03-25,06:06:32,18:02:23,12,349,46
"Day Shift",11982,2021-03-25,06:07:52,14:12:11,8,565,46
"Day Shift",11983,2021-03-25,06:14:05,14:36:09,8,1363,57
"Day Shift",11984,2021-03-25,06:14:13,14:31:33,8,1575,57
"Day Shift",11985,2021-03-25,06:14:35,14:44:59,8,1254,57
"Day Shift",11986,2021-03-25,06:15:01,14:32:58,8,1454,57
"Day Shift",11987,2021-03-25,06:15:03,14:39:01,8,1278,57
"Day Heavy Shift",11988,2021-03-25,06:15:07,16:30:00,10,1355,57
"Day Shift",11989,2021-03-25,06:15:30,14:31:00,8,1403,57
"Day Shift",11990,2021-03-25,06:16:01,14:31:41,8,1400,57
"Day Shift",11991,2021-03-25,06:16:05,14:34:11,8,1398,57
"Day Shift",11992,2021-03-25,06:16:14,14:30:42,8,1391,57
"Day Shift",11993,2021-03-25,06:16:16,14:32:29,8,1386,57
"Day Heavy Shift",11994,2021-03-25,06:16:35,16:32:31,10,1434,57
"Day Shift",11995,2021-03-25,06:16:38,14:36:56,8,1406,57
"Day Shift",11996,2021-03-25,06:16:45,14:37:49,8,1395,57
"Day Shift",11997,2021-03-25,06:16:48,14:39:14,8,1352,57
"Day Shift",11998,2021-03-25,06:16:56,14:35:45,8,1396,57
"Day Shift",11999,2021-03-25,06:17:05,14:35:25,8,1394,57
"Day Shift",12000,2021-03-25,06:17:29,14:37:29,8,1430,57
"Day Shift",12001,2021-03-25,06:17:37,14:37:04,8,1399,57
"Day Shift",12002,2021-03-25,06:17:38,14:32:55,8,1397,57
"Day Shift",12003,2021-03-25,06:17:48,14:32:09,8,1409,57
"Day Shift",12004,2021-03-25,06:18:46,14:33:28,8,1310,57
"Day Shift",12005,2021-03-25,06:18:58,14:38:09,8,1276,57
"Day Shift",12006,2021-03-25,06:19:12,14:46:50,8,1299,57
"Day Shift",12007,2021-03-25,06:19:14,14:30:56,8,1440,57
"Day Shift",12008,2021-03-25,06:19:24,14:38:39,8,1415,57
"Day Shift",12009,2021-03-25,06:19:31,14:35:15,8,1613,57
"Day Shift",12010,2021-03-25,06:19:41,14:33:24,8,1563,57
"Day Shift",12011,2021-03-25,06:19:55,14:00:00,8,608,43
"Day Shift",12012,2021-03-25,06:20:01,14:00:00,8,382,46
"Day Shift",12013,2021-03-25,06:20:02,14:00:00,8,886,43
"Day Shift",12014,2021-03-25,06:20:38,14:41:58,8,1669,57
"Day Shift",12015,2021-03-25,06:21:15,14:37:28,8,1503,57
"Day Shift",12016,2021-03-25,06:21:21,14:22:39,8,1279,57
"Day Shift",12017,2021-03-25,06:21:25,14:38:43,8,1277,57
"Day Shift",12018,2021-03-25,06:21:37,14:38:46,8,1275,57
"Day Shift",12019,2021-03-25,06:22:07,14:37:00,8,1384,57
"Day Shift",12020,2021-03-25,06:22:09,14:33:28,8,1401,57
"Day Shift",12021,2021-03-25,06:22:26,14:39:10,8,1418,57
"Day Shift",12022,2021-03-25,06:22:27,14:31:19,8,1590,57
"Day Shift",12023,2021-03-25,06:23:03,14:00:00,8,365,46
"Day Shift",12024,2021-03-25,06:23:07,14:34:33,8,1425,57
"Day Shift",12025,2021-03-25,06:23:11,14:30:00,8,1263,57
"Day Shift",12026,2021-03-25,06:23:42,14:46:46,8,1375,57
"Day Shift",12027,2021-03-25,06:23:56,14:52:22,8,495,47
"Day Shift",12028,2021-03-25,06:24:00,14:30:00,8,1237,57
"Day Shift",12029,2021-03-25,06:24:34,14:34:02,8,1612,57
"Day Shift",12030,2021-03-25,06:24:40,14:40:51,8,1617,57
"Day Shift",12031,2021-03-25,06:25:01,14:40:12,8,1616,57
"Day Shift",12032,2021-03-25,06:25:07,14:32:17,8,1663,57
"Day Shift",12033,2021-03-25,06:25:16,14:42:01,8,1601,57
"Day Heavy Shift",12034,2021-03-25,06:26:00,16:30:00,10,1350,57
"Day Shift",12035,2021-03-25,06:26:13,14:40:40,8,1453,57
"Day Shift",12036,2021-03-25,06:26:30,14:46:02,8,1607,57
"Day Shift",12037,2021-03-25,06:26:38,14:36:40,8,1449,57
"Day Shift",12038,2021-03-25,06:26:45,14:30:00,8,1457,57
"Day Shift",12039,2021-03-25,06:26:47,14:33:01,8,1410,57
"Day Shift",12040,2021-03-25,06:26:53,14:30:00,8,1585,57
"Day Shift",12041,2021-03-25,06:26:54,14:38:15,8,1348,57
"Day Shift",12042,2021-03-25,06:27:05,14:33:19,8,1507,57
"Day Shift",12043,2021-03-25,06:27:12,15:02:14,9,1379,57
"Day Shift",12044,2021-03-25,06:27:15,14:38:53,8,1448,57
"Day Shift",12045,2021-03-25,06:27:25,14:39:57,8,1622,57
"Day Shift",12046,2021-03-25,06:27:29,14:38:46,8,1416,57
"Day Shift",12047,2021-03-25,06:27:35,14:39:05,8,1444,57
"Day Shift",12048,2021-03-25,06:27:35,14:37:31,8,1413,57
"Day Shift",12049,2021-03-25,06:27:41,14:37:14,8,1412,57
"Day Heavy Shift",12050,2021-03-25,06:27:41,16:02:42,10,1451,57
"Day Shift",12051,2021-03-25,06:27:53,14:38:02,8,1402,57
"Day Shift",12052,2021-03-25,06:27:58,14:39:44,8,1610,57
"Day Shift",12053,2021-03-25,06:28:13,14:38:26,8,1419,57
"Day Shift",12054,2021-03-25,06:28:19,14:37:46,8,1471,57
"Day Shift",12055,2021-03-25,06:28:27,14:38:34,8,1482,57
"Day Shift",12056,2021-03-25,06:28:41,14:37:17,8,1411,57
"Day Shift",12057,2021-03-25,06:29:03,14:38:36,8,1670,57
"Day Shift",12058,2021-03-25,06:30:04,14:36:04,8,1668,57
"Day Shift",12059,2021-03-25,06:30:14,14:37:56,8,1383,57
"Day Shift",12060,2021-03-25,06:30:33,14:31:23,8,1338,57
"Day Shift",12061,2021-03-25,06:30:51,14:31:51,8,1431,57
"Day Shift",12062,2021-03-25,06:31:22,14:37:09,8,1452,57
"Day Shift",12063,2021-03-25,06:31:28,14:31:28,8,1392,57
"Day Shift",12064,2021-03-25,06:31:37,14:37:24,8,1528,57
"Day Shift",12065,2021-03-25,06:32:07,14:00:00,8,359,46
"Day Shift",12066,2021-03-25,06:32:14,14:30:00,8,1640,57
"Day Shift",12067,2021-03-25,06:33:28,14:30:00,8,1638,57
"Day Shift",12068,2021-03-25,06:33:49,14:30:00,8,1649,57
"Day Shift",12069,2021-03-25,06:34:29,14:30:00,8,1648,57
"Day Shift",12070,2021-03-25,06:35:18,14:36:21,8,1592,57
"Day Shift",12071,2021-03-25,06:35:47,14:46:53,8,1315,57
"Day Shift",12072,2021-03-25,06:36:12,14:30:00,8,1238,57
"Day Shift",12073,2021-03-25,06:36:17,14:34:46,8,1243,57
"Day Shift",12074,2021-03-25,06:37:18,14:39:24,8,1414,57
"Day Shift",12075,2021-03-25,06:37:27,14:30:00,8,1354,57
"Day Shift",12076,2021-03-25,06:37:56,14:30:00,8,1675,57
"Day Shift",12077,2021-03-25,06:38:36,14:30:00,8,1650,57
"Day Shift",12078,2021-03-25,06:38:42,14:30:00,8,1302,57
"Day Shift",12079,2021-03-25,06:39:09,14:30:00,8,1666,57
"Day Shift",12080,2021-03-25,06:40:31,14:17:44,8,1462,57
"Day Shift",12081,2021-03-25,06:41:07,14:30:00,8,1564,57
"Day Heavy Shift",12082,2021-03-25,07:09:58,19:04:20,12,499,47
"Day Shift",12083,2021-03-25,07:40:04,16:33:18,9,1341,57
"Day Heavy Shift",12084,2021-03-25,07:40:49,20:07:41,13,734,50
"Day Heavy Shift",12085,2021-03-25,07:40:54,20:03:24,13,856,50
"Day Heavy Shift",12086,2021-03-25,07:49:48,20:02:28,13,744,50
"Day Heavy Shift",12087,2021-03-25,07:50:07,18:01:55,11,1560,57
"Day Heavy Shift",12088,2021-03-25,07:50:13,20:00:17,13,761,50
"Day Heavy Shift",12089,2021-03-25,07:50:20,20:00:00,13,803,50
"Day Heavy Shift",12090,2021-03-25,07:51:07,20:07:36,13,808,50
"Day Heavy Shift",12091,2021-03-25,07:52:11,20:05:59,13,936,50
"Day Shift",12092,2021-03-25,07:52:19,16:33:32,9,1667,57
"Day Shift",12093,2021-03-25,07:52:22,16:31:28,9,1477,57
"Day Heavy Shift",12094,2021-03-25,07:52:46,20:05:09,13,780,50
"Day Heavy Shift",12095,2021-03-25,07:52:50,20:04:23,13,733,50
"Day Shift",12096,2021-03-25,07:53:03,16:31:23,9,1611,57
"Day Heavy Shift",12097,2021-03-25,07:53:05,20:02:44,13,859,50
"Day Shift",12098,2021-03-25,07:53:08,16:35:46,9,1518,57
"Day Heavy Shift",12099,2021-03-25,07:53:11,20:01:58,13,1181,50
"Day Heavy Shift",12100,2021-03-25,07:53:30,20:03:33,13,735,50
"Day Heavy Shift",12101,2021-03-25,07:53:37,20:04:30,13,731,50
"Day Shift",12102,2021-03-25,07:53:43,15:52:42,8,789,50
"Day Shift",12103,2021-03-25,07:53:59,16:30:23,9,1296,57
"Day Heavy Shift",12104,2021-03-25,07:54:00,20:00:35,13,784,50
"Day Shift",12105,2021-03-25,07:54:05,15:52:47,8,797,50
"Day Heavy Shift",12106,2021-03-25,07:54:09,20:03:30,13,737,50
"Day Heavy Shift",12107,2021-03-25,07:55:05,20:02:17,13,759,50
"Day Heavy Shift",12108,2021-03-25,07:55:30,20:01:38,13,765,50
"Day Heavy Shift",12109,2021-03-25,07:55:37,20:06:18,13,760,50
"Day Heavy Shift",12110,2021-03-25,07:56:44,20:00:12,13,853,50
"Day Heavy Shift",12111,2021-03-25,07:57:02,20:05:33,13,732,50
"Day Shift",12112,2021-03-25,07:57:05,16:54:39,9,1506,57
"Day Shift",12113,2021-03-25,07:57:07,08:07:51,1,834,50
"Day Heavy Shift",12114,2021-03-25,07:57:29,20:06:05,13,728,50
"Day Heavy Shift",12115,2021-03-25,07:57:34,20:06:13,13,786,50
"Day Heavy Shift",12116,2021-03-25,07:57:38,20:03:46,13,811,50
"Day Heavy Shift",12117,2021-03-25,07:57:44,20:10:25,13,806,50
"Day Shift",12118,2021-03-25,07:57:55,16:35:19,9,1519,57
"Day Shift",12119,2021-03-25,07:57:58,16:38:26,9,1285,57
"Day Heavy Shift",12120,2021-03-25,07:57:59,20:06:23,13,738,50
"Day Shift",12121,2021-03-25,07:58:03,16:30:00,9,1382,57
"Day Heavy Shift",12122,2021-03-25,07:58:17,20:01:53,13,758,50
"Day Heavy Shift",12123,2021-03-25,07:58:21,20:00:53,13,800,50
"Day Heavy Shift",12124,2021-03-25,07:58:26,20:01:46,13,842,50
"Day Shift",12125,2021-03-25,07:58:33,16:31:43,9,1639,57
"Day Heavy Shift",12126,2021-03-25,07:59:43,20:07:00,13,820,50
"Day Shift",12127,2021-03-25,07:59:46,16:41:16,9,1552,57
"Day Shift",12128,2021-03-25,07:59:46,16:34:28,9,1439,57
"Day Shift",12129,2021-03-25,07:59:53,16:40:57,9,1537,57
"Day Shift",12130,2021-03-25,08:00:39,16:32:46,8,1671,57
"Day Heavy Shift",12131,2021-03-25,08:01:02,20:04:51,12,740,50
"Day Heavy Shift",12132,2021-03-25,08:01:19,20:08:59,12,802,50
"Day Shift",12133,2021-03-25,08:01:32,16:34:21,8,1541,57
"Day Heavy Shift",12134,2021-03-25,08:01:35,20:08:20,12,810,50
"Day Shift",12135,2021-03-25,08:01:54,16:37:09,8,1538,57
"Day Heavy Shift",12136,2021-03-25,08:01:54,20:02:57,12,745,50
"Day Heavy Shift",12137,2021-03-25,08:02:09,20:03:59,12,817,50
"Day Heavy Shift",12138,2021-03-25,08:02:15,20:01:11,12,729,50
"Day Shift",12139,2021-03-25,08:02:20,16:32:36,8,1408,57
"Day Heavy Shift",12140,2021-03-25,08:02:27,20:09:03,12,771,50
"Day Heavy Shift",12141,2021-03-25,08:02:54,20:08:09,12,779,50
"Day Shift",12142,2021-03-25,08:03:14,16:31:47,8,1545,57
"Day Heavy Shift",12143,2021-03-25,08:03:45,20:03:37,12,785,50
"Day Shift",12144,2021-03-25,08:04:03,16:36:16,8,1554,57
"Day Shift",12145,2021-03-25,08:04:41,16:31:17,8,1618,57
"Day Shift",12146,2021-03-25,08:04:46,16:42:41,8,1555,57
"Day Heavy Shift",12147,2021-03-25,08:05:00,20:05:29,12,783,50
"Day Shift",12148,2021-03-25,08:05:06,16:32:20,8,1556,57
"Day Shift",12149,2021-03-25,08:05:14,16:38:47,8,1294,57
"Day Shift",12150,2021-03-25,08:05:19,16:37:51,8,1286,57
"Day Shift",12151,2021-03-25,08:05:21,16:35:19,8,1529,57
"Day Shift",12152,2021-03-25,08:05:29,16:31:10,8,1559,57
"Day Shift",12153,2021-03-25,08:05:34,16:35:27,8,1293,57
"Day Shift",12154,2021-03-25,08:05:55,16:36:11,8,1527,57
"Day Shift",12155,2021-03-25,08:05:58,16:35:15,8,1530,57
"Day Shift",12156,2021-03-25,08:06:01,16:34:26,8,1290,57
"Day Heavy Shift",12157,2021-03-25,08:06:06,19:57:25,11,840,50
"Day Shift",12158,2021-03-25,08:06:16,16:38:52,8,1595,57
"Day Shift",12159,2021-03-25,08:06:17,16:32:19,8,1522,57
"Day Heavy Shift",12160,2021-03-25,08:06:20,19:59:47,11,778,50
"Day Shift",12161,2021-03-25,08:06:20,16:37:15,8,1516,57
"Day Shift",12162,2021-03-25,08:06:28,16:33:49,8,1551,57
"Day Shift",12163,2021-03-25,08:06:30,16:33:48,8,1292,57
"Day Shift",12164,2021-03-25,08:06:34,16:38:26,8,1526,57
"Day Shift",12165,2021-03-25,08:06:36,16:33:56,8,1291,57
"Day Shift",12166,2021-03-25,08:06:41,16:32:36,8,1550,57
"Day Shift",12167,2021-03-25,08:06:45,15:38:08,7,1553,57
"Day Shift",12168,2021-03-25,08:06:48,16:31:17,8,1549,57
"Day Shift",12169,2021-03-25,08:07:01,16:41:05,8,1466,57
"Day Shift",12170,2021-03-25,08:07:10,16:32:00,8,1547,57
"Day Shift",12171,2021-03-25,08:07:17,16:38:08,8,1287,57
"Day Heavy Shift",12172,2021-03-25,08:07:25,19:59:06,11,775,50
"Day Shift",12173,2021-03-25,08:07:26,16:35:35,8,1283,57
"Day Shift",12174,2021-03-25,08:07:27,16:41:52,8,1521,57
"Day Shift",12175,2021-03-25,08:07:46,16:37:06,8,1535,57
"Day Shift",12176,2021-03-25,08:07:53,16:43:37,8,1284,57
"Day Shift",12177,2021-03-25,08:08:02,16:43:22,8,1539,57
"Day Shift",12178,2021-03-25,08:08:13,16:47:28,8,1288,57
"Day Shift",12179,2021-03-25,08:08:15,16:30:00,8,1531,57
"Day Heavy Shift",12180,2021-03-25,08:08:46,20:28:30,12,487,47
"Day Heavy Shift",12181,2021-03-25,08:09:20,20:05:17,12,864,50
"Day Heavy Shift",12182,2021-03-25,08:10:14,19:58:51,11,486,47
"Day Shift",12183,2021-03-25,08:10:14,16:37:47,8,1289,57
"Day Heavy Shift",12184,2021-03-25,08:11:02,20:00:26,12,822,50
"Day Shift",12185,2021-03-25,08:11:09,16:30:00,8,1520,57
"Day Shift",12186,2021-03-25,08:13:36,16:48:22,8,1544,57
"Day Heavy Shift",12187,2021-03-25,08:17:15,18:34:37,10,394,46
"Day Shift",12188,2021-03-25,08:17:34,11:59:54,3,1533,57
"Day Heavy Shift",12189,2021-03-25,08:22:46,20:30:00,12,1681,38
"Day Heavy Shift",12190,2021-03-25,08:23:12,20:36:06,12,1679,38
"Day Heavy Shift",12191,2021-03-25,08:24:41,20:30:00,12,1680,38
"Day Heavy Shift",12192,2021-03-25,08:24:59,20:33:35,12,934,38
"Day Heavy Shift",12192,2021-03-25,08:24:59,20:33:35,12,934,38
"Day Heavy Shift",12193,2021-03-25,08:27:08,20:30:00,12,1228,38
"Day Heavy Shift",12194,2021-03-25,08:30:51,20:35:12,12,1682,38
"Day Heavy Shift",12195,2021-03-25,08:34:10,20:33:41,12,1605,38
"Day Heavy Shift",12195,2021-03-25,08:34:10,20:33:41,12,1605,38
"Day Heavy Shift",12196,2021-03-25,08:34:51,20:36:20,12,1234,38
"Day Heavy Shift",12197,2021-03-25,08:35:48,20:58:35,12,897,46
"Day Heavy Shift",12198,2021-03-25,08:36:27,20:58:41,12,944,46
"Day Heavy Shift",12199,2021-03-25,08:40:54,20:58:59,12,929,46
"Day Heavy Shift",12199,2021-03-25,08:40:54,20:58:59,12,929,46
"Day Heavy Shift",12200,2021-03-25,08:41:54,21:00:25,13,896,46
"Day Heavy Shift",12201,2021-03-25,08:42:58,21:05:21,13,879,46
"Day Heavy Shift",12202,2021-03-25,08:43:32,21:05:14,13,874,46
"Day Heavy Shift",12202,2021-03-25,08:43:32,21:05:14,13,874,46
"Day Heavy Shift",12203,2021-03-25,08:48:59,18:00:17,10,390,46
"Day Heavy Shift",12204,2021-03-25,08:49:11,21:06:24,13,923,46
"Day Shift",12205,2021-03-25,08:49:28,16:58:57,8,490,47
"Day Heavy Shift",12206,2021-03-25,08:49:33,21:06:44,13,871,46
"Day Heavy Shift",12207,2021-03-25,08:49:37,21:05:08,13,600,46
"Day Heavy Shift",12207,2021-03-25,08:49:37,21:05:08,13,600,46
"Day Heavy Shift",12208,2021-03-25,08:50:22,21:04:43,13,812,50
"Day Heavy Shift",12209,2021-03-25,08:50:25,21:03:30,13,819,50
"Day Heavy Shift",12210,2021-03-25,08:51:43,21:05:48,13,726,46
"Day Heavy Shift",12211,2021-03-25,08:52:09,21:06:07,13,943,46
"Day Heavy Shift",12212,2021-03-25,08:52:26,21:05:39,13,940,46
"Day Heavy Shift",12212,2021-03-25,08:52:26,21:05:39,13,940,46
"Day Heavy Shift",12213,2021-03-25,08:52:42,21:06:01,13,942,46
"Day Heavy Shift",12214,2021-03-25,08:52:47,20:24:08,12,818,50
"Day Heavy Shift",12215,2021-03-25,08:52:55,21:03:38,13,1165,50
"Day Heavy Shift",12216,2021-03-25,08:53:00,20:00:31,12,873,50
"Day Heavy Shift",12217,2021-03-25,08:55:04,18:00:00,10,1173,56
"Day Heavy Shift",12218,2021-03-25,08:55:20,21:06:30,13,932,46
"Day Heavy Shift",12219,2021-03-25,08:55:24,18:02:51,10,388,46
"Day Heavy Shift",12220,2021-03-25,08:55:56,21:00:39,13,763,50
"Day Heavy Shift",12221,2021-03-25,08:55:59,21:00:34,13,872,50
"Day Heavy Shift",12222,2021-03-25,08:56:02,21:00:44,13,755,50
"Day Heavy Shift",12223,2021-03-25,08:56:53,21:03:33,13,814,50
"Day Heavy Shift",12224,2021-03-25,08:58:46,18:00:00,10,1172,56
"Day Shift",12225,2021-03-25,08:59:43,17:04:56,9,482,47
"Day Heavy Shift",12226,2021-03-25,08:59:47,21:06:36,13,941,46
"Day Heavy Shift",12226,2021-03-25,08:59:47,21:06:36,13,941,46
"Day Shift",12227,2021-03-25,09:00:03,17:14:53,8,488,47
"Day Shift",12228,2021-03-25,09:00:20,17:03:09,8,480,47
"Day Shift",12229,2021-03-25,09:00:23,17:00:15,8,484,47
"Day Shift",12230,2021-03-25,09:00:35,18:00:00,9,1231,56
"Day Heavy Shift",12231,2021-03-25,09:00:36,21:00:00,12,885,46
"Day Heavy Shift",12231,2021-03-25,09:00:36,21:00:00,12,885,46
"Day Shift",12232,2021-03-25,09:00:41,17:04:32,8,492,47
"Day Heavy Shift",12233,2021-03-25,09:00:53,21:00:00,12,884,46
"Day Heavy Shift",12233,2021-03-25,09:00:53,21:00:00,12,884,46
"Day Shift",12234,2021-03-25,09:03:35,09:48:25,0,1683,46
"Day Shift",12234,2021-03-25,09:03:35,09:48:25,0,1683,46
"Day Heavy Shift",12235,2021-03-25,09:04:09,21:00:00,12,893,46
"Day Heavy Shift",12236,2021-03-25,09:04:37,21:00:00,12,935,46
"Day Heavy Shift",12236,2021-03-25,09:04:37,21:00:00,12,935,46
"Day Heavy Shift",12237,2021-03-25,09:06:40,21:09:00,12,285,41
"Day Heavy Shift",12237,2021-03-25,09:06:40,21:09:00,12,285,41
"Day Heavy Shift",12237,2021-03-25,09:06:40,21:09:00,12,285,41
"Day Shift",12238,2021-03-25,09:06:57,16:58:20,7,533,47
"Day Heavy Shift",12239,2021-03-25,09:06:57,21:09:00,12,916,41
"Day Heavy Shift",12240,2021-03-25,09:07:17,21:09:00,12,917,41
"Day Shift",12241,2021-03-25,09:07:25,16:58:37,7,532,47
"Day Shift",12242,2021-03-25,09:07:39,17:01:15,8,485,47
"Day Shift",12243,2021-03-25,09:09:04,17:00:33,8,489,47
"Day Shift",12244,2021-03-25,09:09:45,16:58:32,7,534,47
"Day Shift",12245,2021-03-25,09:10:19,17:00:18,8,481,47
"Day Shift",12246,2021-03-25,09:10:42,17:01:21,8,531,47
"Day Shift",12247,2021-03-25,09:17:13,18:58:09,9,546,47
"Day Shift",12248,2021-03-25,09:17:33,18:00:00,9,571,42
"Day Shift",12249,2021-03-25,09:17:45,18:00:00,9,455,42
"Day Heavy Shift",12250,2021-03-25,09:17:54,20:00:00,11,456,42
"Day Heavy Shift",12251,2021-03-25,09:18:01,20:00:00,11,559,42
"Day Heavy Shift",12252,2021-03-25,09:18:14,20:00:00,11,446,42
"Day Heavy Shift",12253,2021-03-25,09:19:20,20:00:00,11,447,42
"Day Heavy Shift",12254,2021-03-25,09:19:41,20:00:00,11,443,42
"Day Heavy Shift",12255,2021-03-25,09:21:53,20:00:00,11,448,42
"Day Shift",12256,2021-03-25,09:24:32,17:25:59,8,530,47
"Day Shift",12257,2021-03-25,09:25:00,18:29:27,9,578,46
"Day Shift",12258,2021-03-25,09:25:22,16:56:51,7,536,47
"Day Heavy Shift",12259,2021-03-25,09:28:34,22:02:17,13,751,50
"Day Heavy Shift",12260,2021-03-25,09:28:37,22:02:53,13,790,50
"Day Heavy Shift",12261,2021-03-25,09:29:52,22:02:57,13,749,50
"Day Shift",12262,2021-03-25,09:33:05,18:17:11,9,503,47
"Day Shift",12263,2021-03-25,09:33:26,18:28:13,9,393,46
"Day Heavy Shift",12264,2021-03-25,09:33:46,22:05:59,13,788,50
"Day Heavy Shift",12265,2021-03-25,09:34:04,22:02:46,13,727,50
"Day Shift",12266,2021-03-25,09:34:12,18:39:15,9,548,47
"Day Shift",12267,2021-03-25,09:40:46,17:00:00,8,541,47
"Day Shift",12268,2021-03-25,09:40:55,18:39:39,9,549,47
"Day Shift",12269,2021-03-25,09:41:16,17:00:00,8,553,47
"Day Heavy Shift",12270,2021-03-25,09:43:24,22:01:22,13,743,50
"Day Heavy Shift",12271,2021-03-25,09:44:04,22:01:46,13,796,50
"Day Heavy Shift",12272,2021-03-25,09:45:07,22:06:50,13,776,50
"Day Heavy Shift",12273,2021-03-25,09:45:20,22:03:17,13,477,47
"Day Heavy Shift",12274,2021-03-25,09:45:58,22:06:28,13,791,50
"Day Heavy Shift",12275,2021-03-25,09:46:55,20:45:32,11,396,46
"Day Heavy Shift",12276,2021-03-25,09:47:17,21:24:41,12,402,43
"Day Heavy Shift",12277,2021-03-25,09:47:22,21:24:34,12,405,43
